question_id,question_text,answer_text,is_correct
205,"Care dintre următoarele elemente nu sunt necesare pentru a determina o procedură complexă specială de adoptare a constituției?","Modurile de adoptare a constituției",0
205,"Care dintre următoarele elemente nu sunt necesare pentru a determina o procedură complexă specială de adoptare a constituției?","Organul competent să adopte constituția",0
205,"Care dintre următoarele elemente nu sunt necesare pentru a determina o procedură complexă specială de adoptare a constituției?","Modurile de adoptare a constituției",0
206,"Ce reprezintă conceptul de ""common law"" în sistemul de drept anglo-saxon?","Un ansamblu de legi scrise, adoptate de stat",0
206,"Ce reprezintă conceptul de ""common law"" în sistemul de drept anglo-saxon?","Un cod de legi internaționale aplicabile tuturor statelor",0
206,"Ce reprezintă conceptul de ""common law"" în sistemul de drept anglo-saxon?","Un sistem bazat pe obiceiuri juridice și hotărâri judecătorești",1
206,"Ce reprezintă conceptul de ""common law"" în sistemul de drept anglo-saxon?","Un tip de legislație națională specifică doar Marii Britanii",0
207,"Ce se știa despre legea dreptului civil în perioada respectivă în Uniunea Sovietică și Basarabia?","Era un drept civil complet și echilibrat",0
207,"Ce se știa despre legea dreptului civil în perioada respectivă în Uniunea Sovietică și Basarabia?","Nu exista dreptul civil, deoarece proprietatea privată a fost desființată",1
207,"Ce se știa despre legea dreptului civil în perioada respectivă în Uniunea Sovietică și Basarabia?","Dreptul civil era aplicat doar pentru nobilime",0
207,"Ce se știa despre legea dreptului civil în perioada respectivă în Uniunea Sovietică și Basarabia?","Dreptul civil era similar cu cel al țăranilor",0
208,"Care dintre următoarele măsuri a fost implementată în Codul muncii din Uniunea Sovietică în perioada respectivă?","Permisiunea pentru greve în caz de litigii de muncă",0
208,"Care dintre următoarele măsuri a fost implementată în Codul muncii din Uniunea Sovietică în perioada respectivă?","Implementarea unei zile de muncă de 10 ore",0
208,"Care dintre următoarele măsuri a fost implementată în Codul muncii din Uniunea Sovietică în perioada respectivă?","Introducerea săptămânii de muncă de 5-6 zile și zi de odihnă după fiecare săptămână redusă",1
208,"Care dintre următoarele măsuri a fost implementată în Codul muncii din Uniunea Sovietică în perioada respectivă?","Interzicerea muncii pentru reprezentanții clasei muncitoare",0
210,"Care dintre următoarele tipuri de constituție este adoptată prin intermediul unui pact (contract) între popor și rege?","Constituția acordată",0
210,"Care dintre următoarele tipuri de constituție este adoptată prin intermediul unui pact (contract) între popor și rege?","Constituția parlamentară",0
210,"Care dintre următoarele tipuri de constituție este adoptată prin intermediul unui pact (contract) între popor și rege?","Constituția pact",1
210,"Care dintre următoarele tipuri de constituție este adoptată prin intermediul unui pact (contract) între popor și rege?","Constituția plebiscitară",0
211,"Ce prevedea Codul penal al R.S.S.U. aplicat în R.A.S.S.M. începând cu 1927?","Reducerea pedepsei pentru infracțiunile împotriva statului",0
211,"Ce prevedea Codul penal al R.S.S.U. aplicat în R.A.S.S.M. începând cu 1927?","Divizarea infracțiunilor în două mari categorii: cele îndreptate împotriva  ordinii sovietice și celelalte",1
211,"Ce prevedea Codul penal al R.S.S.U. aplicat în R.A.S.S.M. începând cu 1927?","Legalizarea pedepselor de muncă forțată doar pentru infracțiunile minore",0
211,"Ce prevedea Codul penal al R.S.S.U. aplicat în R.A.S.S.M. începând cu 1927?","Interzicerea totală a pedepselor capitale",0
212,"Cum a fost formată R.A.S.S.M.?","Prin unirea populației moldovenești din R.A.S.S.M. cu populația moldovenească a Basarabiei și Bucovinei de Nord",1
212,"Cum a fost formată R.A.S.S.M.?","Prin anexarea unor teritorii din Ucraina",0
212,"Cum a fost formată R.A.S.S.M.?","Prin unirea Basarabiei cu Moldova de pe malul stâng al Nistrului",0
212,"Cum a fost formată R.A.S.S.M.?","Prin integrarea unor teritorii din Rusia Sovietică în R.A.S.S.M.",0
213,"Care este ultimul pas în procesul de adoptare a unei constituții parlamentare?","Discutarea publică a proiectului",0
213,"Care este ultimul pas în procesul de adoptare a unei constituții parlamentare?","Elaborarea proiectului constituției",0
213,"Care este ultimul pas în procesul de adoptare a unei constituții parlamentare?","Aprobarea constituției de către popor prin referendum",1
213,"Care este ultimul pas în procesul de adoptare a unei constituții parlamentare?","Adoptarea proiectului de către parlament cu majoritate calificată",0
214,"Cum a fost adoptată Legea despre formarea R.S.S.M. și includerea teritoriilor în Ucraina?","A fost adoptată de Congresul Sovietului Suprem al R.S.S.M.",0
214,"Cum a fost adoptată Legea despre formarea R.S.S.M. și includerea teritoriilor în Ucraina?","A fost votată exclusiv de deputații din stânga Nistrului, iar basarabenii nu au participat la vot",1
214,"Cum a fost adoptată Legea despre formarea R.S.S.M. și includerea teritoriilor în Ucraina?","A fost adoptată de Congresul R.A.S.S.M.",0
214,"Cum a fost adoptată Legea despre formarea R.S.S.M. și includerea teritoriilor în Ucraina?","A fost adoptată de un grup de activiști moldoveni din Basarabia",0
215,"Ce este un act normativ juridic?","Un document privat emis de persoane fizice",0
215,"Ce este un act normativ juridic?","Un izvor de drept elaborat de stat, cu reguli generale și obligatorii",1
215,"Ce este un act normativ juridic?","O simplă recomandare pentru cetățeni",0
215,"Ce este un act normativ juridic?","Un contract între două părți",0
216,"Cum s-a realizat pașaportizarea populației în R.S.S.M.?","A fost realizată la nivelul întregii populații, indiferent de localitate",0
216,"Cum s-a realizat pașaportizarea populației în R.S.S.M.?","A fost realizată doar pentru locuitorii din orașe, localități raionale și zone cu muncitori și construcții",1
216,"Cum s-a realizat pașaportizarea populației în R.S.S.M.?","Pașapoartele nu au fost emise niciodată pentru populația R.S.S.M.",0
216,"Cum s-a realizat pașaportizarea populației în R.S.S.M.?","Pașaportizarea s-a făcut doar pentru funcționarii guvernamentali și reprezentanții partidului",0
217,"Care dintre următoarele reprezintă procedura corectă de revizuire a constituției?","Inițiativa de modificare a legii fundamentale",0
217,"Care dintre următoarele reprezintă procedura corectă de revizuire a constituției?","Dezbaterile inițiativei de revizuire de autoritatea publică competentă",0
217,"Care dintre următoarele reprezintă procedura corectă de revizuire a constituției?","Inițiativa de revizuire",0
217,"Care dintre următoarele reprezintă procedura corectă de revizuire a constituției?","Adoptarea legii de modificare a codului penal",1
218,"Ce măsuri au fost adoptate în ceea ce privește impozitele pentru gospodăriile țărănești din Basarabia și Bucovina de Nord în 1940?","Impozitul agricol a fost redus pentru aceste regiuni",0
218,"Ce măsuri au fost adoptate în ceea ce privește impozitele pentru gospodăriile țărănești din Basarabia și Bucovina de Nord în 1940?","A fost extins impozitul agricol și pe venit de la 1 august 1940",1
218,"Ce măsuri au fost adoptate în ceea ce privește impozitele pentru gospodăriile țărănești din Basarabia și Bucovina de Nord în 1940?","Nu s-au aplicat impozite pentru aceste regiuni",0
218,"Ce măsuri au fost adoptate în ceea ce privește impozitele pentru gospodăriile țărănești din Basarabia și Bucovina de Nord în 1940?","Impozitele au fost doar simbolice, pentru a stimula economia locală",0
219,"Care este definiția legii?","Un act normativ scris care este rezultatul voinței unei autorități competente sau voinței societății",1
219,"Care este definiția legii?","Un act normativ nescris, bazat pe cutume",0
219,"Care este definiția legii?","Un set de reguli adoptate prin plebiscit",0
219,"Care este definiția legii?","Un act care reglementează doar drepturile cetățenilor",0
220,"Cum sunt clasificate legile în funcție de forța lor juridică?","Constituționale, organice și ordinare",1
220,"Cum sunt clasificate legile în funcție de forța lor juridică?","Legi locale, regionale și naționale",0
220,"Cum sunt clasificate legile în funcție de forța lor juridică?","Legi civile, penale și comerciale",0
220,"Cum sunt clasificate legile în funcție de forța lor juridică?","Legi primare, secundare și terțiare",0
221,"Care dintre următoarele tipuri de legi se aplică în situații excepționale și au un caracter temporar?","Legile generale",0
221,"Care dintre următoarele tipuri de legi se aplică în situații excepționale și au un caracter temporar?","Legile speciale",0
221,"Care dintre următoarele tipuri de legi se aplică în situații excepționale și au un caracter temporar?","Legile excepționale",1
221,"Care dintre următoarele tipuri de legi se aplică în situații excepționale și au un caracter temporar?","Legile fundamentale",0
222,"Ce reglementează Constituția unui stat?","Reglementează doar drepturile economice ale cetățenilor",0
222,"Ce reglementează Constituția unui stat?","Reglementează principiile organizării societății în stat și funcționării puterilor politice",1
222,"Ce reglementează Constituția unui stat?","Reglementează doar relațiile comerciale și financiare",0
222,"Ce reglementează Constituția unui stat?","Reglementează relațiile dintre indivizi fără a implica statul",0
223,"Care este funcția juridică a constituției?","Reglementează relațiile comerciale între persoane fizice",0
223,"Care este funcția juridică a constituției?","Determină regulile pentru desfășurarea proceselor penale",0
223,"Care este funcția juridică a constituției?","Constituie fundamentul de validitate a întregii ordini juridice, deoarece normele acesteia servesc drept fundament pentru alte norme ce fac parte din sistemul juridic",1
223,"Care este funcția juridică a constituției?","Reglementează proprietatea intelectuală",0
224,"Care este funcția politică a constituției?","Reglementează doar drepturile sociale ale cetățenilor",0
224,"Care este funcția politică a constituției?","Asigură distribuirea echitabilă a resurselor economice între cetățeni",0
224,"Care este funcția politică a constituției?","Organizează și transmite dreptul de exercitare a puterii în așa fel încât să nu poată fi exercitată în interesul personal al celor care o exercită, ci numai în interes general",1
224,"Care este funcția politică a constituției?","Stabilește proceduri pentru soluționarea disputelor comerciale",0
225,"Cum erau constituțiile până la sfârșitul secolului al XVIII-lea?","Constituțiile erau întotdeauna scrise și raționale",0
225,"Cum erau constituțiile până la sfârșitul secolului al XVIII-lea?","Constituțiile erau rezultate din cutumă și nu aveau texte raționale",1
225,"Cum erau constituțiile până la sfârșitul secolului al XVIII-lea?","Constituțiile erau adoptate prin referendum național",0
225,"Cum erau constituțiile până la sfârșitul secolului al XVIII-lea?","Constituțiile erau reglementate prin acorduri internaționale",0
226,".Ce caracteristica a apărut în Europa continentală începând cu secolul al XVIII-lea în privința constituțiilor?","Constituțiile au continuat să fie bazate pe cutumă",0
226,".Ce caracteristica a apărut în Europa continentală începând cu secolul al XVIII-lea în privința constituțiilor?","A apărut sistemul de drept bazat pe preponderența legii scrise, abandonându-se regimul constituțional cutumiar",1
226,".Ce caracteristica a apărut în Europa continentală începând cu secolul al XVIII-lea în privința constituțiilor?","Constituțiile au devenit mai flexibile și nu mai aveau nevoie de legi scrise",0
226,".Ce caracteristica a apărut în Europa continentală începând cu secolul al XVIII-lea în privința constituțiilor?","Regimul constituțional cutumiar a fost extins în întreaga Europă",0
227,"Care dintre următoarele reprezintă formele de constituție?","Constituția nerigidă",0
227,"Care dintre următoarele reprezintă formele de constituție?","Constituția reglementată prin tratate internaționale",0
227,"Care dintre următoarele reprezintă formele de constituție?","Constituția scrisă",1
227,"Care dintre următoarele reprezintă formele de constituție?","Constituția nerigidă",0
228,"Ce reprezintă puterea constituantă originară?","Autoritatea care modifică legislația existentă fără schimbarea structurilor statale",0
228,"Ce reprezintă puterea constituantă originară?","Puterea care, în urma unor schimbări politice, creează o nouă reglementare pentru relațiile sociale, în concordanță cu năzuințele și crezul general",1
228,"Ce reprezintă puterea constituantă originară?","Puterea care doar interpretează constituția existentă",0
228,"Ce reprezintă puterea constituantă originară?","Puterea care implementează reforme economice fără a schimba structurile politice",0
229,"Ce reprezintă puterea constituantă instituită?","Puterea care creează o nouă constituție, înlocuind total vechile structuri statale",0
229,"Ce reprezintă puterea constituantă instituită?","Puterea care modifică legea fundamentală, fiind reglementată de o constituție anterioară",1
229,"Ce reprezintă puterea constituantă instituită?","Puterea care impune reforme economice fără a afecta constituția",0
229,"Ce reprezintă puterea constituantă instituită?","Puterea care nu are nicio competență în modificarea constituției",0
230,"Care dintre următoarele opțiuni reprezintă o formă nedemocratică de adoptare a constituției?","Adoptarea constituției prin referendum",0
230,"Care dintre următoarele opțiuni reprezintă o formă nedemocratică de adoptare a constituției?","Constituția adoptată de monarh",1
230,"Care dintre următoarele opțiuni reprezintă o formă nedemocratică de adoptare a constituției?","Constituția adoptată de parlament",0
230,"Care dintre următoarele opțiuni reprezintă o formă nedemocratică de adoptare a constituției?","Constituția adoptată printr-o adunare constituantă",0
231,"Când are loc abrogarea unei constituții?","Atunci când se adoptă o lege organică nouă",0
231,"Când are loc abrogarea unei constituții?","După aprobarea unei reforme economice",0
231,"Când are loc abrogarea unei constituții?","La intrarea în vigoare a noii constituții",1
231,"Când are loc abrogarea unei constituții?","La expirarea termenului de valabilitate a constituției",0
232,"Care dintre următoarele acte a fost primul care a adus noțiuni constituționale în Moldova, reglementând organizarea statului?","Proclamația de la Islaz",0
232,"Care dintre următoarele acte a fost primul care a adus noțiuni constituționale în Moldova, reglementând organizarea statului?","Constituția României din 1866",0
232,"Care dintre următoarele acte a fost primul care a adus noțiuni constituționale în Moldova, reglementând organizarea statului?","Regulamentul Organic",1
232,"Care dintre următoarele acte a fost primul care a adus noțiuni constituționale în Moldova, reglementând organizarea statului?","Constituția belgiană din 1831",0
233,"Care dintre următoarele constituții a fost adoptată în 1923 și a garantat drepturi fundamentale ale cetățenilor, precum dreptul de vot universal și separarea puterilor în stat?","Constituția din 1866",0
233,"Care dintre următoarele constituții a fost adoptată în 1923 și a garantat drepturi fundamentale ale cetățenilor, precum dreptul de vot universal și separarea puterilor în stat?","Constituția din 1938",0
233,"Care dintre următoarele constituții a fost adoptată în 1923 și a garantat drepturi fundamentale ale cetățenilor, precum dreptul de vot universal și separarea puterilor în stat?","Constituția României din 1923",1
233,"Care dintre următoarele constituții a fost adoptată în 1923 și a garantat drepturi fundamentale ale cetățenilor, precum dreptul de vot universal și separarea puterilor în stat?","Constituția din 1947",0
234,"Care dintre constituțiile menționate a fost adoptată în 1925 și a introdus dictatura proletariatului în contextul organizării politice și economice a statului?","Constituția RASSM din 1938",0
234,"Care dintre constituțiile menționate a fost adoptată în 1925 și a introdus dictatura proletariatului în contextul organizării politice și economice a statului?","Constituția RSSM din 1941",0
234,"Care dintre constituțiile menționate a fost adoptată în 1925 și a introdus dictatura proletariatului în contextul organizării politice și economice a statului?","Constituția RASSM din 1925",1
234,"Care dintre constituțiile menționate a fost adoptată în 1925 și a introdus dictatura proletariatului în contextul organizării politice și economice a statului?","Constituția RSSM din 1978",0
235,"Când a fost adoptată prima constituție a Republicii Moldova pe principii democratice și ce structură avea aceasta?","Constituția a fost adoptată la 1 august 1994, având 5 titluri și 120 articole.",0
235,"Când a fost adoptată prima constituție a Republicii Moldova pe principii democratice și ce structură avea aceasta?","Constituția a fost adoptată la 29 iunie 1994, având 10 titluri și 200 articole.",0
235,"Când a fost adoptată prima constituție a Republicii Moldova pe principii democratice și ce structură avea aceasta?","Constituția a fost adoptată la 29 iulie 1994, având 7 titluri și 151 articole.",1
235,"Când a fost adoptată prima constituție a Republicii Moldova pe principii democratice și ce structură avea aceasta?","Constituția a fost adoptată la 15 iunie 1994, având 6 titluri și 130 articole",0
236,"Ce reglementează Titlul 5 al Constituției Republicii Moldova din 1994?","Reglementează statutul și atribuțiile președintelui, structura guvernului și actele parlamentului.",0
236,"Ce reglementează Titlul 5 al Constituției Republicii Moldova din 1994?","Reglementează statutul și atribuțiile Curții Constituționale, structura acesteia și actele Curții.",1
236,"Ce reglementează Titlul 5 al Constituției Republicii Moldova din 1994?","Reglementează statutul și atribuțiile parlamentului, structura guvernului și actele președintelui.",0
236,"Ce reglementează Titlul 5 al Constituției Republicii Moldova din 1994?","Reglementează statutul și atribuțiile instanțelor judecătorești, structura Consiliului Superior al Magistraturii și actele Curții Supreme",0
237,"Ce reprezintă structura de stat?","Reprezintă raporturile economice dintre stat și cetățeni.",0
237,"Ce reprezintă structura de stat?","Reprezintă organizarea religioasă a statului și relațiile între biserică și stat.",0
237,"Ce reprezintă structura de stat?","Reprezintă organizarea politico-teritorială a statului, statutul juridic și politic al părților sale componente și raporturile dintre organele de stat centrale și regionale.",1
237,"Ce reprezintă structura de stat?","Reprezintă relațiile diplomatice ale statului cu alte state.",0
238,"Care dintre următoarele caracteristici descrie statul unitar?","Statul unitar are multiple constituții și sisteme legislative",0
238,"Care dintre următoarele caracteristici descrie statul unitar?","Statul unitar se bazează pe un singur sistem de organe superioare și un organ judiciar unic.",1
238,"Care dintre următoarele caracteristici descrie statul unitar?","Statul unitar permite mai multe tipuri de cetățenie și autonomie completă pentru unitățile administrativ-teritoriale.",0
238,"Care dintre următoarele caracteristici descrie statul unitar?","Statul unitar este constituit din mai multe state suverane unite printr-o federație.",0
239,"Care dintre următoarele caracteristici descrie un stat federal?","Statele federative beneficiază de suveranitate completă și nu au nevoie de o constituție federală.",0
239,"Care dintre următoarele caracteristici descrie un stat federal?","Federația are un sistem legislativ unic și nu există subiecte de federație cu constituții proprii.",0
239,"Care dintre următoarele caracteristici descrie un stat federal?","Federația este constituită din unități statale care au competențe reglementate de o constituție federală, iar subiectele nu beneficiază de suveranitate completă.",1
239,"Care dintre următoarele caracteristici descrie un stat federal?","În statul federal, subiectele federale sunt state suverane care pot acționa independent pe plan internațional.",0
240,"Care dintre următoarele reprezintă una dintre formele ierarhiilor de state?","Statul suveran complet.",0
240,"Care dintre următoarele reprezintă una dintre formele ierarhiilor de state?","Statul protejat.",1
240,"Care dintre următoarele reprezintă una dintre formele ierarhiilor de state?","Federația națională.",0
240,"Care dintre următoarele reprezintă una dintre formele ierarhiilor de state?","Statul federal.",0
241,"Ce reprezintă confederația?","O uniune de state care pierd suveranitatea.",0
241,"Ce reprezintă confederația?","O uniune de state care își păstrează suveranitatea și calitatea de subiect al dreptului internațional.",1
241,"Ce reprezintă confederația?","Un stat unitar cu multiple teritorii subordonate.",0
241,"Ce reprezintă confederația?","O formă de stat cu puteri centrale dominate de un singur stat membru.",0
242,"Ce reprezintă uniunile de state?","Forme interstatale constituite prin asocierea a două sau mai multe state guvernate de același suveran.",1
242,"Ce reprezintă uniunile de state?","Forme de stat în care două sau mai multe state sunt guvernate de suverane separate.",0
242,"Ce reprezintă uniunile de state?","Forme de stat în care fiecare stat își păstrează suveranitatea fără nicio coordonare între ele.",0
242,"Ce reprezintă uniunile de state?","Forme de stat bazate pe divizarea teritoriului în unități subordonate",0
243,"Ce caracterizează statul protejat?","Are o structură politică proprie și își păstrează întreaga suveranitate.",0
243,"Ce caracterizează statul protejat?","Își pierde suveranitatea în favoarea statului protector și devine dependent de acesta.",1
243,"Ce caracterizează statul protejat?","Nu are teritoriu și este guvernat exclusiv de statul protector.",0
243,"Ce caracterizează statul protejat?","Are o structura politică complet autonomă, dar renunță la teritoriu.",0
244,"Care sunt simbolurile statului, conform articolului 12 din Constituția Republicii Moldova?","Drapelul, statul și imnul.",0
244,"Care sunt simbolurile statului, conform articolului 12 din Constituția Republicii Moldova?","Drapelul, stema și imnul.",1
244,"Care sunt simbolurile statului, conform articolului 12 din Constituția Republicii Moldova?","Stema, sigiliul și imnul.",0
244,"Care sunt simbolurile statului, conform articolului 12 din Constituția Republicii Moldova?","Drapelul, steagul și sigiliul.",0
245,"Unde își are rădăcinile noțiunea de cetățenie, conform descrierii din perioada antichității?","În Sparta, Atena și Roma.",1
245,"Unde își are rădăcinile noțiunea de cetățenie, conform descrierii din perioada antichității?","În Grecia, Roma și Egipt.",0
245,"Unde își are rădăcinile noțiunea de cetățenie, conform descrierii din perioada antichității?","În Roma și Imperiul Bizantin.",0
245,"Unde își are rădăcinile noțiunea de cetățenie, conform descrierii din perioada antichității?","În Sparta și Egipt.",0
246,"Care este diferența între cetățeni și persoanele care nu au calitatea de cetățean, conform legislației Republicii Moldova?","Cetățenii beneficiază de toate drepturile și libertățile fundamentale, iar persoanele care nu sunt cetățeni nu pot exercita aceste drepturi.",1
246,"Care este diferența între cetățeni și persoanele care nu au calitatea de cetățean, conform legislației Republicii Moldova?","Cetățenii au dreptul de a emigra, în timp ce persoanele care nu sunt cetățeni nu pot emigra.",0
246,"Care este diferența între cetățeni și persoanele care nu au calitatea de cetățean, conform legislației Republicii Moldova?","Persoanele care nu sunt cetățeni pot exercita toate drepturile și libertățile, dar numai în mod restrâns.",0
246,"Care este diferența între cetățeni și persoanele care nu au calitatea de cetățean, conform legislației Republicii Moldova?","Cetățenii pot deține proprietăți, iar persoanele care nu sunt cetățeni nu pot deține proprietăți",0
247,"Ce reprezintă cetățenia din punct de vedere juridic și politic?","Cetățenia reprezintă o legătură temporară între persoanele fizice și stat, care se bazează pe obligațiile reciproce",0
247,"Ce reprezintă cetățenia din punct de vedere juridic și politic?","Cetățenia reprezintă legătura politică și juridică permanentă dintre persoanele fizice și stat, care se exprimă prin drepturi și obligații reciproce",1
247,"Ce reprezintă cetățenia din punct de vedere juridic și politic?","Cetățenia reprezintă doar apartenența la un stat, fără a implica drepturi și obligații.",0
247,"Ce reprezintă cetățenia din punct de vedere juridic și politic?","Cetățenia reprezintă doar apartenența la un stat, fără a implica drepturi și obligații.   Cetățenia reprezintă doar un drept al statului de a impune obligații persoanelor fizice.",0
248,"Conform articolului 3 din Legea cetățeniei Republicii Moldova, ce stabilește cetățenia între persoana fizică și stat?","etățenia stabilește o legătură temporară între persoana fizică și stat, cu drepturi și obligații limitate.",0
248,"Conform articolului 3 din Legea cetățeniei Republicii Moldova, ce stabilește cetățenia între persoana fizică și stat?","Cetățenia stabilește o legătură juridico-politică permanentă între persoana fizică și stat, cu drepturi și obligații reciproce.",1
248,"Conform articolului 3 din Legea cetățeniei Republicii Moldova, ce stabilește cetățenia între persoana fizică și stat?","Cetățenia nu implică obligații pentru persoanele fizice.",0
248,"Conform articolului 3 din Legea cetățeniei Republicii Moldova, ce stabilește cetățenia între persoana fizică și stat?","Cetățenia se stabilește doar pentru o perioadă limitată de timp, fără a crea obligații reciproce.",0
249,"Care este dreptul fiecărei persoane în legătură cu cetățenia?","Dreptul fiecărei persoane de a dobândi sau de a-și schimba cetățenia, în conformitate cu legile statului.",1
249,"Care este dreptul fiecărei persoane în legătură cu cetățenia?","Dreptul fiecărei persoane de a alege orice cetățenie dorită, fără restricții.",0
249,"Care este dreptul fiecărei persoane în legătură cu cetățenia?","Dreptul fiecărei persoane de a renunța la cetățenie fără a se supune procedurilor legale.",0
249,"Care este dreptul fiecărei persoane în legătură cu cetățenia?","Dreptul fiecărei persoane de a avea cetățenie doar în țara în care s-a născut.",0
250,"Care dintre următoarele reprezintă modalitățile corecte de dobândire a cetățeniei Republicii Moldova prin naștere?","Născut pe teritoriul Republicii Moldova din părinți, ambii sau unul dintre care, la momentul nașterii copilului, este cetățean al Republicii Moldova",1
250,"Care dintre următoarele reprezintă modalitățile corecte de dobândire a cetățeniei Republicii Moldova prin naștere?","Născut în afara teritoriului Republicii Moldova din părinți cetățeni străini",0
250,"Care dintre următoarele reprezintă modalitățile corecte de dobândire a cetățeniei Republicii Moldova prin naștere?","Născut pe teritoriul unui alt stat, fără legături cu Republica Moldova",0
250,"Care dintre următoarele reprezintă modalitățile corecte de dobândire a cetățeniei Republicii Moldova prin naștere?","Născut din părinți care nu au cetățenia Republicii Moldova",0
251,"Cum pot dobândi cetățenia Republicii Moldova persoanele care au locuit în Basarabia, Nordul Bucovinei, ținutul Herța și R.A.S.S.M. până la 28 iunie 1940?","Prin recunoaștere, dacă domiciliul lor este legal pe teritoriul Republicii Moldova.",1
251,"Cum pot dobândi cetățenia Republicii Moldova persoanele care au locuit în Basarabia, Nordul Bucovinei, ținutul Herța și R.A.S.S.M. până la 28 iunie 1940?","Prin recunoaștere, indiferent de locul în care locuiesc în prezent.",0
251,"Cum pot dobândi cetățenia Republicii Moldova persoanele care au locuit în Basarabia, Nordul Bucovinei, ținutul Herța și R.A.S.S.M. până la 28 iunie 1940?","Prin cerere, doar dacă au avut cetățenia Republicii Moldova în trecut.",0
251,"Cum pot dobândi cetățenia Republicii Moldova persoanele care au locuit în Basarabia, Nordul Bucovinei, ținutul Herța și R.A.S.S.M. până la 28 iunie 1940?","Prin naturalizare, după un proces de rezidență de cel puțin 10 an",0
252,"Care dintre următoarele reprezintă cazurile corecte de pierdere a cetățeniei Republicii Moldova?","Pierderea cetățeniei odată cu dobândirea unui alt statut social",0
252,"Care dintre următoarele reprezintă cazurile corecte de pierdere a cetățeniei Republicii Moldova?","La renunțare benevolă",1
252,"Care dintre următoarele reprezintă cazurile corecte de pierdere a cetățeniei Republicii Moldova?","Pierderea cetățeniei prin acordul unui stat străin",0
252,"Care dintre următoarele reprezintă cazurile corecte de pierdere a cetățeniei Republicii Moldova?","Pierderea cetățeniei în urma unei proceduri administrative interne",0
253,"Ce reprezintă noțiunea de pluralitate de cetățenii?","Situația în care o persoană deține cetățenia a două state, fără a pierde cetățenia inițială.",1
253,"Ce reprezintă noțiunea de pluralitate de cetățenii?","Situația în care o persoană poate avea doar cetățenia unui singur stat.",0
253,"Ce reprezintă noțiunea de pluralitate de cetățenii?","Situația în care un cetățean își pierde cetățenia atunci când dobândește cetățenia altui stat.",0
253,"Ce reprezintă noțiunea de pluralitate de cetățenii?","Situația în care cetățenia unui stat poate fi dobândită numai prin naștere.",0
254,"Ce sunt drepturile și libertățile fundamentale?","drepturi subiective, esențiale pentru viața, libertatea și demnitatea cetățenilor, necesare pentru libera dezvoltate a personalității umane, care sînt stabilite de Constituție, garantate de ea și legi",1
254,"Ce sunt drepturile și libertățile fundamentale?","privilegii pe care le oferă statul cetățenilor, putând fi retrase oricând, în funcție de situația politică sau economică a țării",0
254,"Ce sunt drepturile și libertățile fundamentale?","reglementări interne ale fiecărei familii, care stabilesc ce este permis și ce nu în viața de zi cu zi",0
255,"Care dintre următoarele principii NU guvernează reglementarea drepturilor și libertăților fundamentale?",universalitatea,0
255,"Care dintre următoarele principii NU guvernează reglementarea drepturilor și libertăților fundamentale?",neretroactivitatea,0
255,"Care dintre următoarele principii NU guvernează reglementarea drepturilor și libertăților fundamentale?","garantarea drepturilor și libertăților fundamentale doar cetățenilor RM",1
255,"Care dintre următoarele principii NU guvernează reglementarea drepturilor și libertăților fundamentale?","garantarea reală și efectivă a drepturilor fundamentale ale cetățeanului",0
257,"În ce cazuri NU se poate deroga de la principiul inviolabilității domiciliului?","în cazul în care persoana care locuiește în domiciliu nu este proprietarul de fapt al acestuia",1
257,"În ce cazuri NU se poate deroga de la principiul inviolabilității domiciliului?","pentru executarea unui mandat de arestare sau a unei hotărâri judecătorești",0
257,"În ce cazuri NU se poate deroga de la principiul inviolabilității domiciliului?","pentru înlăturarea unei primejdii care amenință viața, integritatea fizică sau bunurile unei persoane",0
258,"În ce cazuri se poate deroga de la principiul inviolabilității proprietății?","În cazul în care propietatea presupune bunurile destinate, folosite sau rezultate din infracțiuni ori contravenții",0
258,"În ce cazuri se poate deroga de la principiul inviolabilității proprietății?","exproprierea pentru o cauză de utilitate publică",1
258,"În ce cazuri se poate deroga de la principiul inviolabilității proprietății?","În cazul în care proprietar este cetățean străin sau apatrid",0
259,"La ce drepturi și inviolabilități fundamentale pot atenta măsurile speciale de investigații?","inviolabilitatea vieții intime, familiale și private",1
259,"La ce drepturi și inviolabilități fundamentale pot atenta măsurile speciale de investigații?","prezumția nevinovăției",0
259,"La ce drepturi și inviolabilități fundamentale pot atenta măsurile speciale de investigații?","dreptul la viață și la integritatea fizică și psihică",0
261,"Care este rolul instituției Avocatului Poporului?","acordarea asistenței juridice garantate de stat",0
261,"Care este rolul instituției Avocatului Poporului?","asigură promovarea și protecția drepturilor și libertăților fundamentale ale omului",1
261,"Care este rolul instituției Avocatului Poporului?","exercitarea rolului de mediator în cadrul procesului de mediere",0
262,"Care este diferența între cetățean străin și apatrid?","cetățeanul străin deține cetățenia altui stat, iar apatridul nu are cetățenia niciunui stat",1
262,"Care este diferența între cetățean străin și apatrid?","cetățeanul străin este persoana care locuiește permanent într-o țară, dar nu are drepturi politice în acea țară, în timp ce apatridul este persoana care locuiește în aceeași țară și are toate drepturile cetățenești, dar nu poate să părăsească niciodată statul",0
262,"Care este diferența între cetățean străin și apatrid?","cetățeanul străin este o persoană care nu este născută în țara respectivă, dar care poate obține cetățenia prin căsătorie, în timp ce apatridul este o persoană care nu poate dobândi niciodată cetățenia unei țări, indiferent de circumstanțe",0
